"author.steamid","Crusader Kings III","Crusader Kings III: Royal Court","Vote_change"
"76561198064487345",TRUE,TRUE,"Remained positive"
"76561198064489514",TRUE,TRUE,"Remained positive"
"76561198065037563",TRUE,TRUE,"Remained positive"
"76561198065220941",TRUE,FALSE,"Changed from positive to negative"
"76561198065542317",TRUE,TRUE,"Remained positive"
"76561198065791718",FALSE,FALSE,"Remained negative"
"76561198065901309",TRUE,FALSE,"Changed from positive to negative"
"76561198065937850",FALSE,FALSE,"Remained negative"
"76561198066301959",TRUE,FALSE,"Changed from positive to negative"
"76561198066308660",FALSE,FALSE,"Remained negative"
"76561198066389683",TRUE,TRUE,"Remained positive"
"76561198066410014",TRUE,FALSE,"Changed from positive to negative"
"76561198066411704",TRUE,FALSE,"Changed from positive to negative"
"76561198066541648",TRUE,FALSE,"Changed from positive to negative"
"76561198066640745",TRUE,TRUE,"Remained positive"
"76561198067025442",TRUE,FALSE,"Changed from positive to negative"
"76561198067051058",TRUE,TRUE,"Remained positive"
"76561198067193423",TRUE,TRUE,"Remained positive"
"76561198067663543",TRUE,TRUE,"Remained positive"
"76561198067687129",TRUE,TRUE,"Remained positive"
"76561198067786357",TRUE,TRUE,"Remained positive"
"76561198067824723",TRUE,FALSE,"Changed from positive to negative"
"76561198067870110",TRUE,TRUE,"Remained positive"
"76561198068390175",TRUE,FALSE,"Changed from positive to negative"
"76561198068598519",TRUE,FALSE,"Changed from positive to negative"
"76561198068776234",TRUE,TRUE,"Remained positive"
"76561198068951842",TRUE,TRUE,"Remained positive"
"76561198069605525",TRUE,TRUE,"Remained positive"
"76561198069733933",TRUE,TRUE,"Remained positive"
"76561198069897676",TRUE,TRUE,"Remained positive"
"76561198069965593",FALSE,FALSE,"Remained negative"
"76561198070248275",TRUE,TRUE,"Remained positive"
"76561198070294486",TRUE,FALSE,"Changed from positive to negative"
"76561198070501591",TRUE,FALSE,"Changed from positive to negative"
"76561198070676375",TRUE,TRUE,"Remained positive"
"76561198070681323",TRUE,TRUE,"Remained positive"
"76561198070751607",TRUE,TRUE,"Remained positive"
"76561198071048663",TRUE,TRUE,"Remained positive"
"76561198071444042",TRUE,TRUE,"Remained positive"
"76561198071463543",TRUE,TRUE,"Remained positive"
"76561198071593998",TRUE,FALSE,"Changed from positive to negative"
"76561198071632956",TRUE,TRUE,"Remained positive"
"76561198071668277",TRUE,TRUE,"Remained positive"
"76561198071696381",TRUE,FALSE,"Changed from positive to negative"
"76561198071738523",TRUE,TRUE,"Remained positive"
"76561198072341458",TRUE,FALSE,"Changed from positive to negative"
"76561198072346309",TRUE,TRUE,"Remained positive"
"76561198072454081",TRUE,TRUE,"Remained positive"
"76561198072645338",TRUE,TRUE,"Remained positive"
"76561198072696228",TRUE,FALSE,"Changed from positive to negative"
"76561198072769358",TRUE,FALSE,"Changed from positive to negative"
"76561198073078425",TRUE,FALSE,"Changed from positive to negative"
"76561198073094153",TRUE,TRUE,"Remained positive"
"76561198073225754",TRUE,TRUE,"Remained positive"
"76561198073276513",TRUE,FALSE,"Changed from positive to negative"
"76561198073676115",TRUE,TRUE,"Remained positive"
"76561198073679643",TRUE,TRUE,"Remained positive"
"76561198073762579",TRUE,FALSE,"Changed from positive to negative"
"76561198074293349",TRUE,FALSE,"Changed from positive to negative"
"76561198074346561",TRUE,TRUE,"Remained positive"
"76561198074611708",TRUE,TRUE,"Remained positive"
"76561198075028696",TRUE,TRUE,"Remained positive"
"76561198075761542",TRUE,TRUE,"Remained positive"
"76561198075811141",FALSE,FALSE,"Remained negative"
"76561198076643221",TRUE,TRUE,"Remained positive"
"76561198076708232",TRUE,FALSE,"Changed from positive to negative"
"76561198077443522",TRUE,FALSE,"Changed from positive to negative"
"76561198077569868",TRUE,TRUE,"Remained positive"
"76561198077737904",FALSE,FALSE,"Remained negative"
"76561198078048909",TRUE,FALSE,"Changed from positive to negative"
"76561198078740692",TRUE,TRUE,"Remained positive"
"76561198079094048",TRUE,TRUE,"Remained positive"
"76561198079381652",TRUE,TRUE,"Remained positive"
"76561198079413559",TRUE,TRUE,"Remained positive"
"76561198079422318",TRUE,FALSE,"Changed from positive to negative"
"76561198079516146",TRUE,FALSE,"Changed from positive to negative"
"76561198079570283",TRUE,TRUE,"Remained positive"
"76561198079837152",TRUE,TRUE,"Remained positive"
"76561198080027308",TRUE,TRUE,"Remained positive"
"76561198080178696",TRUE,TRUE,"Remained positive"
"76561198080235356",FALSE,FALSE,"Remained negative"
"76561198080250868",TRUE,TRUE,"Remained positive"
"76561198080334737",TRUE,TRUE,"Remained positive"
"76561198080421295",TRUE,TRUE,"Remained positive"
"76561198080480372",TRUE,TRUE,"Remained positive"
"76561198081054204",TRUE,TRUE,"Remained positive"
"76561198081101195",FALSE,FALSE,"Remained negative"
"76561198081134887",TRUE,FALSE,"Changed from positive to negative"
"76561198081164764",TRUE,TRUE,"Remained positive"
"76561198081191559",TRUE,TRUE,"Remained positive"
"76561198081209566",TRUE,FALSE,"Changed from positive to negative"
"76561198081720299",TRUE,TRUE,"Remained positive"
"76561198081811258",TRUE,FALSE,"Changed from positive to negative"
"76561198081896730",TRUE,TRUE,"Remained positive"
"76561198082258323",TRUE,TRUE,"Remained positive"
"76561198082267645",TRUE,FALSE,"Changed from positive to negative"
"76561198082273759",TRUE,FALSE,"Changed from positive to negative"
"76561198082701470",TRUE,FALSE,"Changed from positive to negative"
"76561198083168492",TRUE,FALSE,"Changed from positive to negative"
"76561198083173640",FALSE,FALSE,"Remained negative"
"76561198083281676",FALSE,TRUE,"Changed from negative to positive"
"76561198083317650",TRUE,FALSE,"Changed from positive to negative"
"76561198083319625",TRUE,TRUE,"Remained positive"
"76561198083588106",TRUE,FALSE,"Changed from positive to negative"
"76561198083621230",TRUE,FALSE,"Changed from positive to negative"
"76561198083821268",TRUE,TRUE,"Remained positive"
"76561198083937502",TRUE,FALSE,"Changed from positive to negative"
"76561198084377807",TRUE,FALSE,"Changed from positive to negative"
"76561198084545727",TRUE,FALSE,"Changed from positive to negative"
"76561198085053589",TRUE,TRUE,"Remained positive"
"76561198085285167",TRUE,FALSE,"Changed from positive to negative"
"76561198085528692",TRUE,TRUE,"Remained positive"
"76561198086032470",TRUE,FALSE,"Changed from positive to negative"
"76561198086441741",FALSE,FALSE,"Remained negative"
"76561198087564018",TRUE,TRUE,"Remained positive"
"76561198087816621",TRUE,TRUE,"Remained positive"
"76561198087931355",TRUE,FALSE,"Changed from positive to negative"
"76561198087956227",TRUE,TRUE,"Remained positive"
"76561198088198272",TRUE,FALSE,"Changed from positive to negative"
"76561198088334775",TRUE,FALSE,"Changed from positive to negative"
"76561198088447749",TRUE,TRUE,"Remained positive"
"76561198088944628",TRUE,TRUE,"Remained positive"
"76561198089147898",TRUE,FALSE,"Changed from positive to negative"
"76561198089271954",TRUE,FALSE,"Changed from positive to negative"
"76561198089511062",FALSE,FALSE,"Remained negative"
"76561198089662418",TRUE,TRUE,"Remained positive"
"76561198089680190",TRUE,TRUE,"Remained positive"
"76561198089710414",TRUE,FALSE,"Changed from positive to negative"
"76561198089735476",TRUE,FALSE,"Changed from positive to negative"
"76561198090426244",TRUE,FALSE,"Changed from positive to negative"
"76561198090464534",FALSE,FALSE,"Remained negative"
"76561198091559565",TRUE,FALSE,"Changed from positive to negative"
"76561198091691981",TRUE,TRUE,"Remained positive"
"76561198091796335",TRUE,TRUE,"Remained positive"
"76561198091814189",TRUE,FALSE,"Changed from positive to negative"
"76561198091839082",FALSE,FALSE,"Remained negative"
"76561198092310625",FALSE,FALSE,"Remained negative"
"76561198092399348",TRUE,TRUE,"Remained positive"
"76561198092563412",TRUE,TRUE,"Remained positive"
"76561198092885129",TRUE,TRUE,"Remained positive"
"76561198093030784",FALSE,FALSE,"Remained negative"
"76561198093035289",TRUE,FALSE,"Changed from positive to negative"
"76561198093185858",TRUE,FALSE,"Changed from positive to negative"
"76561198093524426",TRUE,TRUE,"Remained positive"
"76561198093726039",TRUE,TRUE,"Remained positive"
"76561198093821991",TRUE,TRUE,"Remained positive"
"76561198093914257",TRUE,FALSE,"Changed from positive to negative"
"76561198094044690",FALSE,FALSE,"Remained negative"
"76561198094329599",TRUE,FALSE,"Changed from positive to negative"
"76561198094417511",TRUE,TRUE,"Remained positive"
"76561198094731109",TRUE,FALSE,"Changed from positive to negative"
"76561198094808625",TRUE,FALSE,"Changed from positive to negative"
"76561198095171406",TRUE,TRUE,"Remained positive"
"76561198095277226",TRUE,FALSE,"Changed from positive to negative"
"76561198095464104",FALSE,FALSE,"Remained negative"
"76561198095518553",TRUE,FALSE,"Changed from positive to negative"
"76561198095557565",FALSE,FALSE,"Remained negative"
"76561198095895777",TRUE,TRUE,"Remained positive"
"76561198095920101",TRUE,FALSE,"Changed from positive to negative"
"76561198095941736",TRUE,FALSE,"Changed from positive to negative"
"76561198096711630",TRUE,TRUE,"Remained positive"
"76561198096948408",FALSE,FALSE,"Remained negative"
"76561198096954289",TRUE,TRUE,"Remained positive"
"76561198097240433",TRUE,FALSE,"Changed from positive to negative"
"76561198097281533",TRUE,TRUE,"Remained positive"
"76561198097448388",FALSE,FALSE,"Remained negative"
"76561198097464848",TRUE,TRUE,"Remained positive"
"76561198097621549",TRUE,TRUE,"Remained positive"
"76561198097669060",FALSE,FALSE,"Remained negative"
"76561198098323554",TRUE,FALSE,"Changed from positive to negative"
"76561198098512479",FALSE,FALSE,"Remained negative"
"76561198098789683",TRUE,FALSE,"Changed from positive to negative"
"76561198098877940",TRUE,FALSE,"Changed from positive to negative"
"76561198099443726",TRUE,FALSE,"Changed from positive to negative"
"76561198099682237",TRUE,TRUE,"Remained positive"
"76561198099887354",TRUE,FALSE,"Changed from positive to negative"
"76561198100186884",TRUE,FALSE,"Changed from positive to negative"
"76561198100221418",TRUE,TRUE,"Remained positive"
"76561198100977158",FALSE,FALSE,"Remained negative"
"76561198101184197",TRUE,FALSE,"Changed from positive to negative"
"76561198101427512",FALSE,TRUE,"Changed from negative to positive"
"76561198101428250",TRUE,TRUE,"Remained positive"
"76561198101445411",FALSE,FALSE,"Remained negative"
"76561198101458712",TRUE,TRUE,"Remained positive"
"76561198101608496",FALSE,FALSE,"Remained negative"
"76561198101679341",TRUE,FALSE,"Changed from positive to negative"
"76561198101875643",TRUE,TRUE,"Remained positive"
"76561198101907677",TRUE,FALSE,"Changed from positive to negative"
"76561198102147849",TRUE,TRUE,"Remained positive"
"76561198102383904",TRUE,FALSE,"Changed from positive to negative"
"76561198102403318",TRUE,FALSE,"Changed from positive to negative"
"76561198103017929",FALSE,FALSE,"Remained negative"
"76561198103220177",TRUE,FALSE,"Changed from positive to negative"
"76561198103269467",TRUE,FALSE,"Changed from positive to negative"
"76561198103609216",TRUE,FALSE,"Changed from positive to negative"
"76561198103638510",FALSE,FALSE,"Remained negative"
"76561198103955790",TRUE,TRUE,"Remained positive"
"76561198104022719",TRUE,TRUE,"Remained positive"
"76561198104682291",TRUE,TRUE,"Remained positive"
"76561198105195595",TRUE,TRUE,"Remained positive"
"76561198105690823",TRUE,TRUE,"Remained positive"
"76561198105837502",TRUE,FALSE,"Changed from positive to negative"
"76561198105992105",TRUE,TRUE,"Remained positive"
"76561198106048465",TRUE,TRUE,"Remained positive"
"76561198106085467",TRUE,TRUE,"Remained positive"
"76561198106370652",TRUE,FALSE,"Changed from positive to negative"
"76561198106474117",TRUE,FALSE,"Changed from positive to negative"
"76561198106507783",TRUE,TRUE,"Remained positive"
"76561198106622502",TRUE,TRUE,"Remained positive"
"76561198107541078",TRUE,TRUE,"Remained positive"
"76561198107675235",TRUE,FALSE,"Changed from positive to negative"
"76561198107975234",TRUE,TRUE,"Remained positive"
"76561198108260976",TRUE,TRUE,"Remained positive"
"76561198108734757",TRUE,FALSE,"Changed from positive to negative"
"76561198109236414",TRUE,TRUE,"Remained positive"
"76561198109618042",TRUE,FALSE,"Changed from positive to negative"
"76561198109639199",TRUE,FALSE,"Changed from positive to negative"
"76561198109889839",TRUE,TRUE,"Remained positive"
"76561198110033098",TRUE,TRUE,"Remained positive"
"76561198110048088",TRUE,TRUE,"Remained positive"
"76561198110362534",TRUE,TRUE,"Remained positive"
"76561198110452397",TRUE,TRUE,"Remained positive"
"76561198111314804",TRUE,TRUE,"Remained positive"
"76561198111358782",TRUE,TRUE,"Remained positive"
"76561198112157452",TRUE,FALSE,"Changed from positive to negative"
"76561198112665028",TRUE,TRUE,"Remained positive"
"76561198112674783",TRUE,TRUE,"Remained positive"
"76561198113095925",TRUE,TRUE,"Remained positive"
"76561198113103902",TRUE,TRUE,"Remained positive"
"76561198113168768",TRUE,FALSE,"Changed from positive to negative"
"76561198113464317",TRUE,TRUE,"Remained positive"
"76561198114852763",TRUE,FALSE,"Changed from positive to negative"
"76561198115664314",TRUE,TRUE,"Remained positive"
"76561198115673632",FALSE,FALSE,"Remained negative"
"76561198115980388",TRUE,TRUE,"Remained positive"
"76561198116039730",TRUE,TRUE,"Remained positive"
"76561198116076826",TRUE,FALSE,"Changed from positive to negative"
"76561198116097410",TRUE,FALSE,"Changed from positive to negative"
"76561198116124263",TRUE,TRUE,"Remained positive"
"76561198116462043",FALSE,FALSE,"Remained negative"
"76561198116700284",TRUE,TRUE,"Remained positive"
"76561198116810637",TRUE,TRUE,"Remained positive"
"76561198116858917",TRUE,FALSE,"Changed from positive to negative"
"76561198117378952",TRUE,TRUE,"Remained positive"
"76561198117599949",TRUE,FALSE,"Changed from positive to negative"
"76561198118175066",TRUE,TRUE,"Remained positive"
"76561198118247039",TRUE,TRUE,"Remained positive"
"76561198118408415",TRUE,FALSE,"Changed from positive to negative"
"76561198118829832",TRUE,TRUE,"Remained positive"
"76561198119057299",TRUE,FALSE,"Changed from positive to negative"
"76561198119511756",TRUE,TRUE,"Remained positive"
"76561198119596346",TRUE,TRUE,"Remained positive"
"76561198120133874",TRUE,TRUE,"Remained positive"
"76561198120319302",FALSE,FALSE,"Remained negative"
"76561198120844056",TRUE,FALSE,"Changed from positive to negative"
"76561198122153054",TRUE,TRUE,"Remained positive"
"76561198122692517",TRUE,FALSE,"Changed from positive to negative"
"76561198123305993",TRUE,TRUE,"Remained positive"
"76561198123324940",TRUE,FALSE,"Changed from positive to negative"
"76561198124129858",TRUE,TRUE,"Remained positive"
"76561198124420167",TRUE,TRUE,"Remained positive"
"76561198124455420",TRUE,TRUE,"Remained positive"
"76561198124997255",FALSE,FALSE,"Remained negative"
"76561198125799052",TRUE,TRUE,"Remained positive"
"76561198126336778",TRUE,FALSE,"Changed from positive to negative"
"76561198126537443",TRUE,TRUE,"Remained positive"
"76561198126553621",FALSE,FALSE,"Remained negative"
"76561198126731783",TRUE,TRUE,"Remained positive"
"76561198126796378",TRUE,TRUE,"Remained positive"
"76561198126991897",TRUE,TRUE,"Remained positive"
"76561198127060002",TRUE,TRUE,"Remained positive"
"76561198128065891",TRUE,FALSE,"Changed from positive to negative"
"76561198128096152",TRUE,FALSE,"Changed from positive to negative"
"76561198128327824",TRUE,FALSE,"Changed from positive to negative"
"76561198128360909",TRUE,TRUE,"Remained positive"
"76561198128733615",FALSE,FALSE,"Remained negative"
"76561198129069083",TRUE,TRUE,"Remained positive"
"76561198129197198",TRUE,TRUE,"Remained positive"
"76561198129549001",TRUE,FALSE,"Changed from positive to negative"
"76561198129722193",TRUE,TRUE,"Remained positive"
"76561198129801053",TRUE,FALSE,"Changed from positive to negative"
"76561198130008433",TRUE,TRUE,"Remained positive"
"76561198130122022",TRUE,TRUE,"Remained positive"
"76561198130586286",FALSE,FALSE,"Remained negative"
"76561198130718039",TRUE,FALSE,"Changed from positive to negative"
"76561198130726716",TRUE,TRUE,"Remained positive"
"76561198130876329",TRUE,FALSE,"Changed from positive to negative"
"76561198131371571",TRUE,TRUE,"Remained positive"
"76561198131644738",FALSE,FALSE,"Remained negative"
"76561198131860275",TRUE,TRUE,"Remained positive"
"76561198132591402",TRUE,TRUE,"Remained positive"
"76561198133002967",TRUE,TRUE,"Remained positive"
"76561198133133698",TRUE,FALSE,"Changed from positive to negative"
"76561198133864211",TRUE,TRUE,"Remained positive"
"76561198133913166",TRUE,TRUE,"Remained positive"
"76561198134116591",FALSE,FALSE,"Remained negative"
"76561198134789513",FALSE,FALSE,"Remained negative"
"76561198134822288",TRUE,TRUE,"Remained positive"
"76561198134897311",TRUE,TRUE,"Remained positive"
"76561198135227449",TRUE,TRUE,"Remained positive"
"76561198135263275",TRUE,TRUE,"Remained positive"
"76561198135329721",TRUE,TRUE,"Remained positive"
"76561198135408680",FALSE,FALSE,"Remained negative"
"76561198135592552",TRUE,FALSE,"Changed from positive to negative"
"76561198136007789",TRUE,FALSE,"Changed from positive to negative"
"76561198136029781",TRUE,TRUE,"Remained positive"
"76561198136034543",TRUE,FALSE,"Changed from positive to negative"
"76561198136475728",TRUE,TRUE,"Remained positive"
"76561198136586472",FALSE,FALSE,"Remained negative"
"76561198136730839",TRUE,TRUE,"Remained positive"
"76561198136752441",TRUE,FALSE,"Changed from positive to negative"
"76561198136869232",TRUE,FALSE,"Changed from positive to negative"
"76561198137306483",TRUE,TRUE,"Remained positive"
"76561198137481268",FALSE,FALSE,"Remained negative"
"76561198137710504",TRUE,FALSE,"Changed from positive to negative"
"76561198137981829",TRUE,FALSE,"Changed from positive to negative"
"76561198138240610",TRUE,TRUE,"Remained positive"
"76561198138518244",TRUE,FALSE,"Changed from positive to negative"
"76561198138662045",TRUE,TRUE,"Remained positive"
"76561198138899625",TRUE,FALSE,"Changed from positive to negative"
"76561198138965188",TRUE,TRUE,"Remained positive"
"76561198139366377",FALSE,FALSE,"Remained negative"
"76561198139469951",TRUE,FALSE,"Changed from positive to negative"
"76561198140189947",FALSE,FALSE,"Remained negative"
"76561198140433122",TRUE,TRUE,"Remained positive"
"76561198140445541",TRUE,FALSE,"Changed from positive to negative"
"76561198140515379",TRUE,FALSE,"Changed from positive to negative"
"76561198141502634",TRUE,TRUE,"Remained positive"
"76561198141721177",FALSE,FALSE,"Remained negative"
"76561198141723645",TRUE,TRUE,"Remained positive"
"76561198142028552",TRUE,TRUE,"Remained positive"
"76561198142077483",TRUE,TRUE,"Remained positive"
"76561198142121917",TRUE,TRUE,"Remained positive"
"76561198142500272",TRUE,FALSE,"Changed from positive to negative"
"76561198142920868",TRUE,FALSE,"Changed from positive to negative"
"76561198143570811",TRUE,FALSE,"Changed from positive to negative"
"76561198143677537",TRUE,FALSE,"Changed from positive to negative"
"76561198143751290",TRUE,FALSE,"Changed from positive to negative"
"76561198143941458",FALSE,FALSE,"Remained negative"
"76561198144547927",TRUE,FALSE,"Changed from positive to negative"
"76561198144677079",TRUE,FALSE,"Changed from positive to negative"
"76561198145799371",TRUE,FALSE,"Changed from positive to negative"
"76561198145851418",TRUE,TRUE,"Remained positive"
"76561198145917930",FALSE,FALSE,"Remained negative"
"76561198146596438",TRUE,TRUE,"Remained positive"
"76561198146960618",TRUE,TRUE,"Remained positive"
"76561198147074535",TRUE,FALSE,"Changed from positive to negative"
"76561198147179296",TRUE,TRUE,"Remained positive"
"76561198147732173",TRUE,FALSE,"Changed from positive to negative"
"76561198147801869",TRUE,FALSE,"Changed from positive to negative"
"76561198147817666",TRUE,FALSE,"Changed from positive to negative"
"76561198148262053",TRUE,TRUE,"Remained positive"
"76561198148396437",TRUE,TRUE,"Remained positive"
"76561198148800789",TRUE,FALSE,"Changed from positive to negative"
"76561198148822036",TRUE,TRUE,"Remained positive"
"76561198149022753",TRUE,TRUE,"Remained positive"
"76561198149179070",TRUE,TRUE,"Remained positive"
"76561198149517544",FALSE,FALSE,"Remained negative"
"76561198149925121",TRUE,TRUE,"Remained positive"
"76561198150502933",TRUE,TRUE,"Remained positive"
"76561198150652391",TRUE,FALSE,"Changed from positive to negative"
"76561198150753944",TRUE,TRUE,"Remained positive"
"76561198150793511",FALSE,FALSE,"Remained negative"
"76561198151021837",TRUE,TRUE,"Remained positive"
"76561198151067693",TRUE,FALSE,"Changed from positive to negative"
"76561198151068373",TRUE,FALSE,"Changed from positive to negative"
"76561198151945548",TRUE,FALSE,"Changed from positive to negative"
"76561198152064507",TRUE,FALSE,"Changed from positive to negative"
"76561198152533757",TRUE,TRUE,"Remained positive"
"76561198152650769",TRUE,TRUE,"Remained positive"
"76561198153728360",TRUE,TRUE,"Remained positive"
"76561198153764435",FALSE,FALSE,"Remained negative"
"76561198154661855",TRUE,TRUE,"Remained positive"
"76561198154956227",TRUE,TRUE,"Remained positive"
"76561198156050900",FALSE,FALSE,"Remained negative"
"76561198156959524",TRUE,TRUE,"Remained positive"
"76561198157324026",TRUE,FALSE,"Changed from positive to negative"
"76561198158372197",TRUE,TRUE,"Remained positive"
"76561198158624709",FALSE,FALSE,"Remained negative"
"76561198158704027",TRUE,FALSE,"Changed from positive to negative"
"76561198160029266",TRUE,TRUE,"Remained positive"
"76561198160184845",TRUE,FALSE,"Changed from positive to negative"
"76561198160252975",FALSE,FALSE,"Remained negative"
"76561198161037888",FALSE,FALSE,"Remained negative"
"76561198161624323",TRUE,TRUE,"Remained positive"
"76561198162500070",TRUE,TRUE,"Remained positive"
"76561198162546488",TRUE,TRUE,"Remained positive"
"76561198162579141",TRUE,FALSE,"Changed from positive to negative"
"76561198162599642",TRUE,TRUE,"Remained positive"
"76561198162675976",TRUE,FALSE,"Changed from positive to negative"
"76561198162808539",TRUE,TRUE,"Remained positive"
"76561198162847929",TRUE,TRUE,"Remained positive"
"76561198163024106",TRUE,FALSE,"Changed from positive to negative"
"76561198163579045",TRUE,TRUE,"Remained positive"
"76561198164231031",TRUE,TRUE,"Remained positive"
"76561198165051736",TRUE,TRUE,"Remained positive"
"76561198165160780",FALSE,FALSE,"Remained negative"
"76561198165364935",TRUE,FALSE,"Changed from positive to negative"
"76561198166113158",TRUE,TRUE,"Remained positive"
"76561198166320654",FALSE,FALSE,"Remained negative"
"76561198167061803",TRUE,TRUE,"Remained positive"
"76561198167678924",TRUE,FALSE,"Changed from positive to negative"
"76561198167824690",TRUE,TRUE,"Remained positive"
"76561198168359595",TRUE,TRUE,"Remained positive"
"76561198169467334",TRUE,FALSE,"Changed from positive to negative"
"76561198169784689",FALSE,FALSE,"Remained negative"
"76561198169818397",TRUE,FALSE,"Changed from positive to negative"
"76561198170178586",TRUE,TRUE,"Remained positive"
"76561198170429509",TRUE,TRUE,"Remained positive"
"76561198170845509",TRUE,TRUE,"Remained positive"
"76561198171164763",TRUE,TRUE,"Remained positive"
"76561198171199266",TRUE,TRUE,"Remained positive"
"76561198171269699",TRUE,TRUE,"Remained positive"
"76561198171409599",TRUE,FALSE,"Changed from positive to negative"
"76561198172120090",TRUE,FALSE,"Changed from positive to negative"
"76561198172257777",TRUE,FALSE,"Changed from positive to negative"
"76561198172316014",TRUE,FALSE,"Changed from positive to negative"
"76561198172622263",TRUE,TRUE,"Remained positive"
"76561198172940615",TRUE,TRUE,"Remained positive"
"76561198173759919",TRUE,FALSE,"Changed from positive to negative"
"76561198173997374",TRUE,TRUE,"Remained positive"
"76561198174765474",TRUE,TRUE,"Remained positive"
"76561198175654693",TRUE,TRUE,"Remained positive"
"76561198175737021",TRUE,FALSE,"Changed from positive to negative"
"76561198176753199",TRUE,TRUE,"Remained positive"
"76561198177538511",TRUE,TRUE,"Remained positive"
"76561198178369701",TRUE,TRUE,"Remained positive"
"76561198180220587",TRUE,FALSE,"Changed from positive to negative"
"76561198180275718",FALSE,FALSE,"Remained negative"
"76561198180918329",TRUE,TRUE,"Remained positive"
"76561198181721735",TRUE,TRUE,"Remained positive"
"76561198182921893",TRUE,TRUE,"Remained positive"
"76561198182950299",TRUE,TRUE,"Remained positive"
"76561198183396051",TRUE,FALSE,"Changed from positive to negative"
"76561198184625055",TRUE,TRUE,"Remained positive"
"76561198185567279",TRUE,FALSE,"Changed from positive to negative"
"76561198185571906",FALSE,FALSE,"Remained negative"
"76561198185976119",TRUE,FALSE,"Changed from positive to negative"
"76561198186323455",TRUE,TRUE,"Remained positive"
"76561198186491850",TRUE,FALSE,"Changed from positive to negative"
"76561198187956858",TRUE,FALSE,"Changed from positive to negative"
"76561198191394241",TRUE,FALSE,"Changed from positive to negative"
"76561198191707174",TRUE,FALSE,"Changed from positive to negative"
"76561198193211094",TRUE,FALSE,"Changed from positive to negative"
"76561198193469991",TRUE,TRUE,"Remained positive"
"76561198193812002",TRUE,FALSE,"Changed from positive to negative"
"76561198194459031",TRUE,TRUE,"Remained positive"
"76561198195847609",FALSE,FALSE,"Remained negative"
"76561198196531498",TRUE,FALSE,"Changed from positive to negative"
"76561198197274550",TRUE,TRUE,"Remained positive"
"76561198198340193",TRUE,TRUE,"Remained positive"
"76561198198352866",TRUE,FALSE,"Changed from positive to negative"
"76561198198945125",TRUE,FALSE,"Changed from positive to negative"
"76561198199324985",FALSE,TRUE,"Changed from negative to positive"
"76561198199494641",TRUE,TRUE,"Remained positive"
"76561198201662429",TRUE,TRUE,"Remained positive"
"76561198201996746",TRUE,FALSE,"Changed from positive to negative"
"76561198202023932",FALSE,FALSE,"Remained negative"
"76561198202567087",TRUE,FALSE,"Changed from positive to negative"
"76561198202747164",TRUE,TRUE,"Remained positive"
"76561198203224235",TRUE,TRUE,"Remained positive"
"76561198203427608",TRUE,TRUE,"Remained positive"
"76561198203812617",TRUE,TRUE,"Remained positive"
"76561198205163449",TRUE,FALSE,"Changed from positive to negative"
"76561198207010743",TRUE,FALSE,"Changed from positive to negative"
"76561198207016229",TRUE,TRUE,"Remained positive"
"76561198207155443",TRUE,FALSE,"Changed from positive to negative"
"76561198207370123",TRUE,FALSE,"Changed from positive to negative"
"76561198207392623",TRUE,FALSE,"Changed from positive to negative"
"76561198207507108",TRUE,TRUE,"Remained positive"
"76561198207603940",TRUE,TRUE,"Remained positive"
"76561198207708016",TRUE,TRUE,"Remained positive"
"76561198207742255",TRUE,TRUE,"Remained positive"
"76561198208041552",TRUE,TRUE,"Remained positive"
"76561198208889760",TRUE,FALSE,"Changed from positive to negative"
"76561198208946425",TRUE,TRUE,"Remained positive"
"76561198209227515",TRUE,TRUE,"Remained positive"
"76561198209413763",FALSE,FALSE,"Remained negative"
"76561198209752279",TRUE,TRUE,"Remained positive"
"76561198210168544",TRUE,TRUE,"Remained positive"
"76561198210375340",FALSE,FALSE,"Remained negative"
"76561198210865073",TRUE,TRUE,"Remained positive"
"76561198211333185",TRUE,TRUE,"Remained positive"
"76561198213318988",TRUE,FALSE,"Changed from positive to negative"
"76561198213797061",TRUE,TRUE,"Remained positive"
"76561198213887828",TRUE,FALSE,"Changed from positive to negative"
"76561198214348240",TRUE,FALSE,"Changed from positive to negative"
"76561198215068648",FALSE,FALSE,"Remained negative"
"76561198215871957",TRUE,FALSE,"Changed from positive to negative"
"76561198215986068",TRUE,TRUE,"Remained positive"
"76561198216271759",TRUE,FALSE,"Changed from positive to negative"
"76561198216294295",TRUE,TRUE,"Remained positive"
"76561198216491999",TRUE,TRUE,"Remained positive"
"76561198216683912",TRUE,TRUE,"Remained positive"
"76561198217506504",FALSE,FALSE,"Remained negative"
"76561198217643605",TRUE,TRUE,"Remained positive"
"76561198219080051",TRUE,TRUE,"Remained positive"
"76561198219094965",TRUE,FALSE,"Changed from positive to negative"
"76561198219132285",TRUE,TRUE,"Remained positive"
"76561198219347195",TRUE,FALSE,"Changed from positive to negative"
"76561198219771103",TRUE,FALSE,"Changed from positive to negative"
"76561198224248672",TRUE,FALSE,"Changed from positive to negative"
"76561198225574932",TRUE,FALSE,"Changed from positive to negative"
"76561198225663920",TRUE,TRUE,"Remained positive"
"76561198229838408",FALSE,FALSE,"Remained negative"
"76561198230385192",TRUE,FALSE,"Changed from positive to negative"
"76561198231462032",TRUE,TRUE,"Remained positive"
"76561198232282868",TRUE,FALSE,"Changed from positive to negative"
